timestamp,inputRowsPerSecond,processedRowsPerSecond
2019-03-16 21:22:42.120000+00:00,0.0,0.0
2019-03-16 21:22:43.825000+00:00,37.03703703703704,0.7363770250368188
2019-03-16 21:22:45.183000+00:00,33.87334315169367,14.617095646647602
2019-03-16 21:22:48.331000+00:00,33.35451080050826,41.74950298210735
2019-03-16 21:22:50.846000+00:00,33.39960238568588,39.58529688972668
2019-03-16 21:22:52.969000+00:00,32.972209138012246,31.963470319634705
2019-03-16 21:22:55.159000+00:00,33.333333333333336,29.3054997992774
2019-03-16 21:22:57.650000+00:00,33.7213970293055,39.08794788273616
2019-03-16 21:22:59.800000+00:00,33.02325581395349,32.02525935949481
2019-03-16 21:23:02.018000+00:00,33.36339044183949,31.69164882226981
2019-03-16 21:23:04.354000+00:00,33.39041095890411,31.515151515151516
2019-03-16 21:23:06.842000+00:00,33.360128617363344,41.04846686449061
2019-03-16 21:23:08.864000+00:00,33.135509396637,31.57398680490104
2019-03-16 21:23:10.987000+00:00,33.443240697126704,30.789245446660885
2019-03-16 21:23:13.293000+00:00,33.39115351257589,36.13327076489911
2019-03-16 21:23:15.425000+00:00,33.30206378986867,31.59768580329328
2019-03-16 21:23:17.673000+00:00,33.362989323843415,36.98224852071006
2019-03-16 21:23:19.701000+00:00,33.03747534516765,33.516758379189596
2019-03-16 21:23:21.701000+00:00,33.5,32.18059558117195
2019-03-16 21:23:23.783000+00:00,33.62151777137368,34.619188921859546
2019-03-16 21:23:25.806000+00:00,33.11913000494315,35.982814178302895
2019-03-16 21:23:27.668000+00:00,33.29752953813104,34.368070953436806
2019-03-16 21:23:29.472000+00:00,33.25942350332594,33.93665158371041
2019-03-16 21:23:31.240000+00:00,33.3710407239819,30.554117037804247
2019-03-16 21:23:33.172000+00:00,33.126293995859214,34.63203463203463
2019-03-16 21:23:35.021000+00:00,33.531638723634394,33.4051724137931
2019-03-16 21:23:36.877000+00:00,33.4051724137931,35.048049745619
2019-03-16 21:23:38.647000+00:00,33.333333333333336,37.27100442198358
2019-03-16 21:23:40.230000+00:00,33.48073278584965,33.249686323713924
2019-03-16 21:23:41.824000+00:00,33.249686323713924,31.28689492325856
2019-03-16 21:23:43.518000+00:00,33.057851239669425,31.042128603104214
2019-03-16 21:23:45.322000+00:00,33.25942350332594,31.446540880503147
2019-03-16 21:23:47.231000+00:00,33.525405971712935,23.624953857511997
2019-03-16 21:23:49.940000+00:00,33.222591362126245,40.16064257028112
2019-03-16 21:23:52.181000+00:00,33.467202141900934,38.83997928534438
2019-03-16 21:23:54.112000+00:00,25.89331952356292,25.510204081632654
2019-03-16 21:23:56.072000+00:00,27.551020408163264,27.369488089204257
2019-03-16 21:23:58.045000+00:00,17.232640648758235,18.732782369146005
2019-03-16 21:23:59.860000+00:00,30.303030303030305,25.833724753405356
2019-03-16 21:24:01.989000+00:00,31.000469704086427,30.330882352941174
2019-03-16 21:24:04.166000+00:00,26.182820395039045,29.245767060030783
2019-03-16 21:24:06.116000+00:00,31.28205128205128,29.82885085574572
2019-03-16 21:24:08.161000+00:00,26.894865525672373,26.066350710900476
2019-03-16 21:24:10.271000+00:00,29.38388625592417,25.67287784679089
2019-03-16 21:24:12.686000+00:00,28.57142857142857,41.19402985074627
2019-03-16 21:24:14.361000+00:00,31.64179104477612,31.927710843373497
2019-03-16 21:24:16.021000+00:00,28.313253012048193,26.082130965593784
2019-03-16 21:24:17.823000+00:00,32.74139844617092,29.04972919743968
2019-03-16 21:24:19.854000+00:00,31.511570654849827,26.71118530884808
2019-03-16 21:24:22.250000+00:00,29.63272120200334,36.844836533471714
2019-03-16 21:24:24.177000+00:00,31.136481577581733,34.0522133938706
2019-03-16 21:24:25.940000+00:00,31.764038570618265,32.33256351039261
2019-03-16 21:24:27.672000+00:00,31.17782909930716,30.91013165426445
2019-03-16 21:24:29.421000+00:00,29.15951972555746,24.590163934426233
2019-03-16 21:24:31.495000+00:00,23.625843780135007,33.81642512077295
2019-03-16 21:24:32.944000+00:00,28.98550724637681,24.866785079928952
2019-03-16 21:24:34.634000+00:00,30.76923076923077,31.921424186617557
2019-03-16 21:24:36.263000+00:00,29.465930018416206,29.666254635352285
2019-03-16 21:24:37.881000+00:00,32.13844252163164,28.245518739815317
2019-03-16 21:24:39.722000+00:00,33.13416621401412,34.75783475783476
2019-03-16 21:24:41.477000+00:00,30.1994301994302,30.939871570344422
2019-03-16 21:24:43.191000+00:00,27.421236872812138,31.35423615743829
2019-03-16 21:24:44.691000+00:00,30.666666666666668,29.90897269180754
2019-03-16 21:24:46.229000+00:00,32.50975292587776,31.152647975077883
2019-03-16 21:24:47.835000+00:00,28.6425902864259,25.414364640883978
2019-03-16 21:24:49.645000+00:00,33.149171270718234,36.29764065335753
2019-03-16 21:24:51.299000+00:00,31.438935912938334,31.044776119402986
2019-03-16 21:24:52.975000+00:00,29.83293556085919,30.156815440289506
2019-03-16 21:24:54.633000+00:00,30.759951749095297,30.088495575221238
2019-03-16 21:24:56.328000+00:00,32.448377581120944,28.88655462184874
2019-03-16 21:24:58.232000+00:00,33.61344537815126,35.77417551704863
2019-03-16 21:25:00.022000+00:00,30.726256983240223,27.20079129574679
2019-03-16 21:25:02.044000+00:00,30.662710187932742,17.231795441912173
2019-03-16 21:25:05.642000+00:00,32.79599777654253,46.202036021926396
2019-03-16 21:25:08.196000+00:00,23.101018010963198,19.69949916527546
2019-03-16 21:25:11.192000+00:00,28.037383177570092,28.74743326488706
2019-03-16 21:25:14.115000+00:00,27.711255559356825,33.33333333333333
2019-03-16 21:25:16.545000+00:00,26.33744855967078,14.66544454628781
2019-03-16 21:25:20.910000+00:00,31.15693012600229,37.07742639040349
